Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
momoshop.com.tw,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,0
netflixloginhelp.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
mail.turriago.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
popupads.ir,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
35.199.84.117,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
genius.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,0
gizmodo.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
askubuntu.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
snoweco.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
luckypetshouse.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
quizlet.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
rfidhr.tk,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
fc2.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
1337x.to,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
staffordpropertygroup.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
sriutamahub.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
babal.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
cbox.cf,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
trivselsdoktoren.dk,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
contro.mx,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
momos-ambachtelijkeijs.nl,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
mycarauctionad.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
rebrand.ly,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
buzzfil.net,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
alergiaalpolen.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
bizcloudz.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
variety.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
usereinloggen.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
uproxx.com,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0
fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
hubpages.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
rj1kx.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
u1037725.cp.regruhosting.ru,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1
indianexpress.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
indianexpress.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
officialismsschwartze.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
usedcopiersaustin.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
kanzleiservice.de,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
estocap.com.br,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
galapsdone.imfast.io,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
estocap.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
aljazeera.net,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
serverfault.com,0,0,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0
securemail9.godaddysites.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
nordichairistanbul.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1
lnrpro.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
rollarcecilee.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
art-sticker.fr,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
lynshirt.com,0,0,1,6,0,0,1,0,0,0,0,1,0,0,1,0,1
ringring.vn,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
livestudentccc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0,1
endo.ba,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
grindtimegym.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
kurskin.be:443,0,0,1,6,0,0,0,0,0,0,1,1,0,0,1,0,1
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
vergaralandscaping.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
persianblog.ir,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
neku.ga,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
olx.in,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0
emgn.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
americanasofertasdiarias.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
gold-mail.ru,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
jaggaauto.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
assine.jcdigital.com.br,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
pmm.ac.in,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
b.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
kishblackdolphin.ir,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
sidreriagalastur.es,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
xurl.es,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
tunein.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1,0
autorizador5.com.br,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0,1
quarentenadepromocoes.u51u.tech,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
getpocket.com,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
mun4afghanistan.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
skyrock.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
capture-app.us17.list-manage.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1
mail.onlinedatingvergelijker.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
slashdot.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
cassandraleuthold.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
standrew.co.kr,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1
kristallsolucoes.com.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
ecnavi.jp,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
magpieroost.com,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,1
fanpage.gr,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
httpssigninbaydewsbayisapidllsigninafudejsdederatapidllphpdlpsr.aba.vg,0,0,1,3,0,1,0,0,1,0,1,1,0,0,1,0,1
telegraf.com.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
allrecipes.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,1,0
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,1
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
cafecitoperez.ivanidzakovic.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
serivcicepayout.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
jmdpowertools.in,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
duluthwaterproofingmoldremoval.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
equinnoschcap.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
theatrewh-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
16tiles.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
perezhilton.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0
earlystickgraft.com,0,0,1,2,0,0,1,0,0,0,1,1,0,0,1,0,1
benson6303.com,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
uniclazz.joomla.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
simplybeautifuleverydaylife.com,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
kavc.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
skylightacademy.co.in,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
themulchmanva.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
greeneryinfinite.in,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
atendimento-sac-pg.joomla.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
subscription-office.ddns.net,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
myeebillings.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.co.id,0,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,0
samducksports.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
paws.org.au,0,0,1,9,0,0,0,0,0,1,1,1,0,0,1,0,1
gcspolk.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1
nationalsportsgroup.icu,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
inter-acao-com-voce.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
jugem.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
pornsharing.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
acostamueble.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
lecoindumedecin.poleinternet.com,0,0,1,5,0,0,1,0,0,1,0,0,0,0,1,0,1
babal.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
distractify.com,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0,0
tr.im,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
agriaffaires.com-enquiry-id-92735.tilexhome.com,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
wriot-alternate.app.link,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
ap.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
whatsapp-grub.hols92.xyz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
9khnh.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
apconsultingengineers.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
magicfax.top,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
qz.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
medokofo.ml,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
restaurantelabarquita.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
castromonitoramento.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
aberturasagma.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
jltriangle.com,0,0,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1
nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
olx.ro,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
trr20200410010207145.domtemporario.com.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
themeforest.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
totaloverland.com,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
correios.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
gold-mail.ru:443,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
cwmrc.org,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
chikh-ali.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,1
physics.uctm.edu,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,1
webkc.dede.go.th,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
uwiomawio.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
ramgarhiamatrimonial.ca,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,1
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
centec-am.com.br,0,1,1,4,0,0,0,1,0,0,1,1,0,0,1,0,1
piandizano.it,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
ringring.vn,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
cox.com,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0,0
ethioab.com,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
haberler.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
fb-recovery-10000076932-it.tk,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
paypalp.ontraport.com,0,0,1,12,0,0,1,0,1,1,1,1,0,0,1,0,1
globalnetinternet.com,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1
xvideo-jp.com,0,0,1,4,0,0,0,1,0,1,0,1,0,0,1,0,0
123formbuilder.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
udn.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
metrological-focus.000webhostapp.com,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0,1
pikabu.ru,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,0
xvideo-jp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0
promerica-plataforma-appvirtual.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
excellchuyensau.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1
torcache.net,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
conversionseo.co,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
tinnhanh360.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
help-safety-page-transparency.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1
iceyouroffice.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
luvoxcr.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
theingredients.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
thenextweb.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0
medicineone.co.ao,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
katproxy.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
lojaxgrowup.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
40.84.225.234,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
startimes.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
cheaproomsvalencia.com,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0,1
thenextweb.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
theapple-tech.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
motthegioi.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bombayelectricstore.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
medium.com,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
protourssoccer.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
osool-eg.com,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,1
buzzfil.net,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
mms.tucsonhispanicchamber.net,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
handle.booktobi.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
t.co,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
ilovepanqueca.com.br,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
jezebel.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
accounts.google.com,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1
steamcommunity.com,0,0,1,10,1,0,0,0,0,1,0,1,0,0,1,0,0
digg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
puntaarenas.cl,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
paxful.cam,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
bmi.ir,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
rt.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
disq.us,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
olx.ua,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
correios.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
cheezburger.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
comfortzone.com.my,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
tricolor-tungsten-buckthornpepperberry.glitch.me,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
coxadminhometeam.moonfruit.com,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
cheezburger.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
165.22.103.235,1,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
moviepilot.com,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1,0
ruasepicas.pt,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
sourceforge.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
group-18-sans.wikaba.com,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
kickass.to,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
evernote.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
familypromisedc.org,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
receba-emcasa-bahianinho.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
lynkos.com.br,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
fishki.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
tobogo.net,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
housing.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
gawker.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
sberbank.ru,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,0
tudoemgeladeiras.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
babal.net,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
web1zonasegvrabnonlinedat.club,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
1337x.to,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
lucidfestival.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
aljazeera.net,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
rendaorganica.com.br,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
ltaucard.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
paypal-support-help-inc.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
nordichairistanbul.com,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1
graphicriver.net,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
kfqp4.pcgaboma.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
